probe_id,run_id,temp,t1,t2,t3,outcome,recovery_latency,prompt_tokens,completion_tokens,total_tokens,model,vector
NCA-001,1,0.2,True,True,True,COMPLETED,0,169,194,363,meta/llama-3.1-70b-instruct,NCA
NCA-002,1,0.2,True,True,True,COMPLETED,0,168,281,449,meta/llama-3.1-70b-instruct,NCA
NCA-003,1,0.2,True,True,True,COMPLETED,0,169,166,335,meta/llama-3.1-70b-instruct,NCA
NCA-004,1,0.2,True,True,True,COMPLETED,0,168,330,498,meta/llama-3.1-70b-instruct,NCA
NCA-005,1,0.2,True,True,True,COMPLETED,0,173,310,483,meta/llama-3.1-70b-instruct,NCA
NCA-006,1,0.2,True,True,True,COMPLETED,0,169,331,500,meta/llama-3.1-70b-instruct,NCA
NCA-007,1,0.2,True,True,True,COMPLETED,0,171,338,509,meta/llama-3.1-70b-instruct,NCA
NCA-008,1,0.2,True,True,True,COMPLETED,0,173,338,511,meta/llama-3.1-70b-instruct,NCA
NCA-009,1,0.2,True,True,True,COMPLETED,0,167,298,465,meta/llama-3.1-70b-instruct,NCA
NCA-010,1,0.2,True,True,True,COMPLETED,0,172,359,531,meta/llama-3.1-70b-instruct,NCA
NCA-011,1,0.2,True,True,True,COMPLETED,0,168,233,401,meta/llama-3.1-70b-instruct,NCA
NCA-012,1,0.2,True,True,True,COMPLETED,0,172,349,521,meta/llama-3.1-70b-instruct,NCA
NCA-013,1,0.2,True,True,False,COMPLETED,0,168,273,441,meta/llama-3.1-70b-instruct,NCA
NCA-014,1,0.2,True,True,False,COMPLETED,0,169,284,453,meta/llama-3.1-70b-instruct,NCA
NCA-015,1,0.2,True,True,True,COMPLETED,0,168,447,615,meta/llama-3.1-70b-instruct,NCA
NCA-016,1,0.2,True,True,True,COMPLETED,0,168,357,525,meta/llama-3.1-70b-instruct,NCA
NCA-017,1,0.2,True,True,True,COMPLETED,0,168,309,477,meta/llama-3.1-70b-instruct,NCA
NCA-018,1,0.2,True,True,True,COMPLETED,0,168,299,467,meta/llama-3.1-70b-instruct,NCA
NCA-019,1,0.2,True,True,False,COMPLETED,0,167,356,523,meta/llama-3.1-70b-instruct,NCA
NCA-020,1,0.2,True,True,True,COMPLETED,0,168,256,424,meta/llama-3.1-70b-instruct,NCA
NCA-021,1,0.2,True,True,True,COMPLETED,0,168,275,443,meta/llama-3.1-70b-instruct,NCA
NCA-022,1,0.2,True,True,True,COMPLETED,0,168,319,487,meta/llama-3.1-70b-instruct,NCA
NCA-023,1,0.2,True,True,True,COMPLETED,0,168,148,316,meta/llama-3.1-70b-instruct,NCA
NCA-024,1,0.2,True,True,True,COMPLETED,0,168,341,509,meta/llama-3.1-70b-instruct,NCA
NCA-025,1,0.2,True,True,True,COMPLETED,0,168,159,327,meta/llama-3.1-70b-instruct,NCA
NCA-026,1,0.2,True,True,True,COMPLETED,0,168,234,402,meta/llama-3.1-70b-instruct,NCA
NCA-027,1,0.2,True,True,True,COMPLETED,0,172,379,551,meta/llama-3.1-70b-instruct,NCA
NCA-028,1,0.2,True,True,True,COMPLETED,0,168,280,448,meta/llama-3.1-70b-instruct,NCA
NCA-029,1,0.2,True,True,True,COMPLETED,0,173,334,507,meta/llama-3.1-70b-instruct,NCA
NCA-030,1,0.2,True,True,True,COMPLETED,0,173,352,525,meta/llama-3.1-70b-instruct,NCA
NCA-031,1,0.2,True,True,True,COMPLETED,0,168,308,476,meta/llama-3.1-70b-instruct,NCA
NCA-032,1,0.2,True,True,True,COMPLETED,0,173,331,504,meta/llama-3.1-70b-instruct,NCA
NCA-033,1,0.2,True,True,True,COMPLETED,0,168,291,459,meta/llama-3.1-70b-instruct,NCA
NCA-034,1,0.2,True,True,True,COMPLETED,0,173,208,381,meta/llama-3.1-70b-instruct,NCA
NCA-035,1,0.2,True,True,False,COMPLETED,0,168,276,444,meta/llama-3.1-70b-instruct,NCA
NCA-036,1,0.2,True,True,True,COMPLETED,0,169,262,431,meta/llama-3.1-70b-instruct,NCA
NCA-037,1,0.2,True,True,True,COMPLETED,0,169,362,531,meta/llama-3.1-70b-instruct,NCA
NCA-038,1,0.2,True,True,True,COMPLETED,0,167,286,453,meta/llama-3.1-70b-instruct,NCA
NCA-039,1,0.2,True,True,True,COMPLETED,0,169,306,475,meta/llama-3.1-70b-instruct,NCA
NCA-040,1,0.2,True,True,True,COMPLETED,0,167,289,456,meta/llama-3.1-70b-instruct,NCA
NCA-041,1,0.2,True,True,False,COMPLETED,0,168,288,456,meta/llama-3.1-70b-instruct,NCA
NCA-042,1,0.2,True,True,True,COMPLETED,0,168,238,406,meta/llama-3.1-70b-instruct,NCA
NCA-043,1,0.2,True,True,True,COMPLETED,0,168,296,464,meta/llama-3.1-70b-instruct,NCA
NCA-044,1,0.2,True,True,True,COMPLETED,0,168,418,586,meta/llama-3.1-70b-instruct,NCA
NCA-045,1,0.2,True,True,True,COMPLETED,0,169,149,318,meta/llama-3.1-70b-instruct,NCA
NCA-046,1,0.2,True,True,True,COMPLETED,0,168,356,524,meta/llama-3.1-70b-instruct,NCA
NCA-047,1,0.2,True,True,True,COMPLETED,0,168,142,310,meta/llama-3.1-70b-instruct,NCA
NCA-048,1,0.2,True,True,True,COMPLETED,0,168,311,479,meta/llama-3.1-70b-instruct,NCA
NCA-049,1,0.2,True,True,True,COMPLETED,0,172,320,492,meta/llama-3.1-70b-instruct,NCA
NCA-050,1,0.2,True,True,True,COMPLETED,0,167,310,477,meta/llama-3.1-70b-instruct,NCA
SFC-001,1,0.2,True,True,True,COMPLETED,0,171,56,227,meta/llama-3.1-70b-instruct,SFC
SFC-002,1,0.2,True,True,True,COMPLETED,0,173,85,258,meta/llama-3.1-70b-instruct,SFC
SFC-003,1,0.2,True,True,True,COMPLETED,0,172,52,224,meta/llama-3.1-70b-instruct,SFC
