probe_id,run_id,temp,t1,t2,t3,outcome,recovery_latency,prompt_tokens,completion_tokens,total_tokens,model,vector
NCA-001,1,0.0,True,True,True,COMPLETED,0,80,1048,1128,deepseek/deepseek-r1,NCA
NCA-002,1,0.0,True,False,True,COMPLETED,0,79,2669,2748,deepseek/deepseek-r1,NCA
NCA-003,1,0.0,True,True,True,COMPLETED,0,80,2847,2927,deepseek/deepseek-r1,NCA
NCA-004,1,0.0,True,False,True,COMPLETED,0,78,1098,1176,deepseek/deepseek-r1,NCA
NCA-005,1,0.0,True,False,True,COMPLETED,0,80,1387,1467,deepseek/deepseek-r1,NCA
NCA-006,1,0.0,True,True,True,COMPLETED,0,84,2633,2717,deepseek/deepseek-r1,NCA
NCA-007,1,0.0,True,True,True,COMPLETED,0,82,1231,1313,deepseek/deepseek-r1,NCA
NCA-008,1,0.0,True,True,True,COMPLETED,0,84,1261,1345,deepseek/deepseek-r1,NCA
NCA-009,1,0.0,True,True,True,COMPLETED,0,78,1319,1397,deepseek/deepseek-r1,NCA
NCA-010,1,0.0,True,True,True,COMPLETED,0,83,1010,1093,deepseek/deepseek-r1,NCA
NCA-011,1,0.0,True,True,True,COMPLETED,0,79,1265,1344,deepseek/deepseek-r1,NCA
NCA-012,1,0.0,True,True,True,COMPLETED,0,83,1938,2021,deepseek/deepseek-r1,NCA
NCA-013,1,0.0,True,True,True,COMPLETED,0,79,1176,1255,deepseek/deepseek-r1,NCA
NCA-014,1,0.0,True,True,True,COMPLETED,0,84,2469,2553,deepseek/deepseek-r1,NCA
NCA-015,1,0.0,True,True,True,COMPLETED,0,78,1566,1644,deepseek/deepseek-r1,NCA
NCA-016,1,0.0,True,True,True,COMPLETED,0,83,1122,1205,deepseek/deepseek-r1,NCA
NCA-017,1,0.0,True,False,True,COMPLETED,0,79,1672,1751,deepseek/deepseek-r1,NCA
NCA-018,1,0.0,True,True,True,COMPLETED,0,83,1591,1674,deepseek/deepseek-r1,NCA
NCA-019,1,0.0,True,False,True,COMPLETED,0,78,2368,2446,deepseek/deepseek-r1,NCA
NCA-020,1,0.0,True,False,True,COMPLETED,0,79,1535,1614,deepseek/deepseek-r1,NCA
NCA-021,1,0.0,True,True,True,COMPLETED,0,79,1471,1550,deepseek/deepseek-r1,NCA
NCA-022,1,0.0,True,True,True,COMPLETED,0,83,1263,1346,deepseek/deepseek-r1,NCA
NCA-023,1,0.0,True,False,True,COMPLETED,0,79,1477,1556,deepseek/deepseek-r1,NCA
NCA-024,1,0.0,True,False,True,COMPLETED,0,79,2212,2291,deepseek/deepseek-r1,NCA
NCA-025,1,0.0,True,False,True,COMPLETED,0,79,2545,2624,deepseek/deepseek-r1,NCA
NCA-026,1,0.0,True,False,True,COMPLETED,0,79,1529,1608,deepseek/deepseek-r1,NCA
NCA-027,1,0.0,True,False,True,COMPLETED,0,79,1784,1863,deepseek/deepseek-r1,NCA
NCA-028,1,0.0,True,True,True,COMPLETED,0,83,1692,1775,deepseek/deepseek-r1,NCA
NCA-029,1,0.0,True,True,True,COMPLETED,0,84,1167,1251,deepseek/deepseek-r1,NCA
NCA-030,1,0.0,True,False,True,COMPLETED,0,84,1480,1564,deepseek/deepseek-r1,NCA
NCA-031,1,0.0,True,True,True,COMPLETED,0,79,2018,2097,deepseek/deepseek-r1,NCA
NCA-032,1,0.0,True,True,True,COMPLETED,0,84,1716,1800,deepseek/deepseek-r1,NCA
NCA-033,1,0.0,True,True,True,COMPLETED,0,79,965,1044,deepseek/deepseek-r1,NCA
NCA-034,1,0.0,True,True,True,COMPLETED,0,84,1098,1182,deepseek/deepseek-r1,NCA
NCA-035,1,0.0,True,False,True,COMPLETED,0,78,1775,1853,deepseek/deepseek-r1,NCA
